"Category ID","Category","Outcome","Company Name"
"cat1","food","successful","Werner-Bryant"
"cat1","food","successful","Stewart LLC"
"cat1","food","successful","Wright, Hartman and Yu"
"cat1","food","successful","Rose-Silva"
"cat1","food","successful","Baker Ltd"
"cat1","food","successful","Perry and Sons"
"cat1","food","successful","Long-Greene"
"cat1","food","successful","Landry Inc"
"cat1","food","successful","Henson PLC"
"cat1","food","successful","Ramirez LLC"
"cat1","food","successful","Parker, Haley and Foster"
"cat1","food","successful","Gordon, Mendez and Johnson"
"cat1","food","successful","Martin, Lee and Armstrong"
"cat1","food","successful","Davis Ltd"
"cat1","food","successful","Miller, Glenn and Adams"
"cat1","food","successful","Williams and Sons"
"cat1","food","successful","Kane, Pruitt and Rivera"
"cat1","food","successful","Wright-Bryant"
"cat1","food","successful","Peterson, Gonzalez and Spencer"
"cat1","food","successful","Harris, Russell and Mitchell"
"cat1","food","successful","Gonzalez-White"
"cat1","food","successful","Manning-Hamilton"
"cat2","music","successful","Odom Inc"
"cat2","music","successful","Watts Group"
"cat2","music","successful","Vaughn, Hunt and Caldwell"
"cat2","music","successful","Casey-Kelly"
"cat2","music","successful","Gomez, Bailey and Flores"
"cat2","music","successful","Carlson Inc"
"cat2","music","successful","Keith, Alvarez and Potter"
"cat2","music","successful","Carney-Anderson"
"cat2","music","successful","Sullivan Group"
"cat2","music","successful","Fox-Quinn"
"cat2","music","successful","Hill, Martin and Garcia"
"cat2","music","successful","Rosales, Branch and Harmon"
"cat2","music","successful","Allen-Jones"
"cat2","music","successful","Chase, Garcia and Johnson"
"cat2","music","successful","Miller-Irwin"
"cat2","music","successful","Young PLC"
"cat2","music","successful","Mcgee Group"
"cat2","music","successful","Jordan-Acosta"
"cat2","music","successful","Young LLC"
"cat2","music","successful","Lawrence Group"
"cat2","music","successful","Gray-Davis"
"cat2","music","successful","Perry PLC"
"cat2","music","successful","Jones-Martin"
"cat2","music","successful","Padilla-Porter"
"cat2","music","successful","Marsh-Coleman"
"cat2","music","successful","Taylor Inc"
"cat2","music","successful","Anderson Group"
"cat2","music","successful","Johns PLC"
"cat2","music","successful","Martinez-Juarez"
"cat2","music","successful","Rowe-Wong"
"cat2","music","successful","Martinez, Garza and Young"
"cat2","music","successful","Valencia PLC"
"cat2","music","successful","Cardenas, Thompson and Carey"
"cat2","music","successful","Evans-Jones"
"cat2","music","successful","Logan-Miranda"
"cat2","music","successful","Mitchell-Lee"
"cat2","music","successful","Shaffer-Mason"
"cat2","music","successful","Vega, Chan and Carney"
"cat2","music","successful","Welch Inc"
"cat2","music","successful","English-Mccullough"
"cat2","music","successful","Watson-Douglas"
"cat2","music","successful","Valdez, Williams and Meyer"
"cat2","music","successful","Stewart and Sons"
"cat2","music","successful","Dyer Inc"
"cat2","music","successful","Hogan Group"
"cat2","music","successful","Mora, Miller and Harper"
"cat2","music","successful","Peterson Ltd"
"cat2","music","successful","Nunez-King"
"cat2","music","successful","Ramirez LLC"
"cat3","technology","successful","Melton, Robinson and Fritz"
"cat3","technology","successful","Sparks-West"
"cat3","technology","successful","Hanson Inc"
"cat3","technology","successful","Charles-Johnson"
"cat3","technology","successful","Jones-Meyer"
"cat3","technology","successful","Fleming, Zhang and Henderson"
"cat3","technology","successful","Jackson LLC"
"cat3","technology","successful","Figueroa Ltd"
"cat3","technology","successful","Cordova Ltd"
"cat3","technology","successful","Osborne, Perkins and Knox"
"cat3","technology","successful","Walters-Carter"
"cat3","technology","successful","Higgins, Davis and Salazar"
"cat3","technology","successful","Bell, Grimes and Kerr"
"cat3","technology","successful","Petersen and Sons"
"cat3","technology","successful","Ware-Arias"
"cat3","technology","successful","Shaw Ltd"
"cat3","technology","successful","Nunez-Richards"
"cat3","technology","successful","Cisneros Ltd"
"cat3","technology","successful","Williams-Jones"
"cat3","technology","successful","Nguyen Inc"
"cat3","technology","successful","Moreno Ltd"
"cat3","technology","successful","Quinn, Cruz and Schmidt"
"cat3","technology","successful","Edwards LLC"
"cat3","technology","successful","Gonzalez-Snow"
"cat3","technology","successful","Byrd Group"
"cat3","technology","successful","Houston, Moore and Rogers"
"cat3","technology","successful","Garcia, Dunn and Richardson"
"cat3","technology","successful","Williams LLC"
"cat3","technology","successful","Cooper, Stanley and Bryant"
"cat3","technology","successful","Wang, Silva and Byrd"
"cat3","technology","successful","Carter, Cole and Curtis"
"cat3","technology","successful","Dawson Group"
"cat3","technology","successful","Wright LLC"
"cat3","technology","successful","Henderson, Parker and Diaz"
"cat3","technology","successful","Sellers, Roach and Garrison"
"cat3","technology","successful","Diaz-Little"
"cat4","theater","successful","Harris Group"
"cat4","theater","successful","Carter-Guzman"
"cat4","theater","successful","Collier Inc"
"cat4","theater","successful","Campbell, Brown and Powell"
"cat4","theater","successful","Blair, Collins and Carter"
"cat4","theater","successful","Jackson-Lewis"
"cat4","theater","successful","Bennett and Sons"
"cat4","theater","successful","Lamb Inc"
"cat4","theater","successful","Anderson-Perez"
"cat4","theater","successful","Wright, Fox and Marks"
"cat4","theater","successful","Crawford-Peters"
"cat4","theater","successful","Berry-Boyer"
"cat4","theater","successful","Moreno-Turner"
"cat4","theater","successful","Barker Inc"
"cat4","theater","successful","Tate, Bass and House"
"cat4","theater","successful","Davis-Smith"
"cat4","theater","successful","White, Singleton and Zimmerman"
"cat4","theater","successful","Howard Ltd"
"cat4","theater","successful","Baker-Morris"
"cat4","theater","successful","Brandt, Carter and Wood"
"cat4","theater","successful","Tucker, Schmidt and Reid"
"cat4","theater","successful","Pratt LLC"
"cat4","theater","successful","Flowers and Sons"
"cat4","theater","successful","Martin, Lopez and Hunter"
"cat4","theater","successful","Moss, Norman and Dunlap"
"cat4","theater","successful","Clarke, Anderson and Lee"
"cat4","theater","successful","Lopez and Sons"
"cat4","theater","successful","Cruz-Ward"
"cat4","theater","successful","White LLC"
"cat4","theater","successful","Lee, Gibson and Morgan"
"cat4","theater","successful","Marks Ltd"
"cat4","theater","successful","Adams Group"
"cat4","theater","successful","Howard, Carter and Griffith"
"cat4","theater","successful","Hayden, Shannon and Stein"
"cat4","theater","successful","Weaver-Marquez"
"cat4","theater","successful","Johnson Inc"
"cat4","theater","successful","Johnson, Dixon and Zimmerman"
"cat4","theater","successful","Davis-Rodriguez"
"cat4","theater","successful","Bolton, Sanchez and Carrillo"
"cat4","theater","successful","Pitts-Reed"
"cat4","theater","successful","Garcia PLC"
"cat4","theater","successful","Herring-Bailey"
"cat4","theater","successful","Russell-Gardner"
"cat4","theater","successful","Perez PLC"
"cat4","theater","successful","Williams Inc"
"cat4","theater","successful","Duncan, Mcdonald and Miller"
"cat4","theater","successful","Gordon PLC"
"cat4","theater","successful","Lee and Sons"
"cat4","theater","successful","Acosta PLC"
"cat4","theater","successful","Horton, Morrison and Clark"
"cat4","theater","successful","Thomas and Sons"
"cat4","theater","successful","Ramos-Mitchell"
"cat4","theater","successful","Smith-Jenkins"
"cat4","theater","successful","Dawson, Brady and Gilbert"
"cat4","theater","successful","Smith, Love and Smith"
"cat4","theater","successful","Turner-Davis"
"cat4","theater","successful","Townsend Ltd"
"cat4","theater","successful","Flores PLC"
"cat4","theater","successful","Martinez LLC"
"cat4","theater","successful","Hebert Group"
"cat4","theater","successful","Harris, Hall and Harris"
"cat4","theater","successful","Carlson, Dixon and Jones"
"cat4","theater","successful","Hayden Ltd"
"cat4","theater","successful","Gonzalez-Burton"
"cat4","theater","successful","Mills-Roy"
"cat4","theater","successful","Larsen-Chung"
"cat4","theater","successful","Anderson and Sons"
"cat4","theater","successful","Lucas, Hall and Bonilla"
"cat4","theater","successful","Williams, Perez and Villegas"
"cat4","theater","successful","Skinner PLC"
"cat4","theater","successful","Brown-Parker"
"cat4","theater","successful","Davidson, Wilcox and Lewis"
"cat4","theater","successful","Michael, Anderson and Vincent"
"cat4","theater","successful","Knox-Garner"
"cat4","theater","successful","Taylor PLC"
"cat4","theater","successful","Smith-Schmidt"
"cat4","theater","successful","Bailey-Boyer"
"cat4","theater","successful","Herrera-Wilson"
"cat4","theater","successful","Beck, Thompson and Martinez"
"cat4","theater","successful","Blair, Reyes and Woods"
"cat4","theater","successful","Brown, Davies and Pacheco"
"cat4","theater","successful","Edwards-Kane"
"cat4","theater","successful","Hicks, Wall and Webb"
"cat4","theater","successful","Rosales LLC"
"cat4","theater","successful","Spence, Jackson and Kelly"
"cat4","theater","successful","Mathis, Hall and Hansen"
"cat4","theater","successful","Calderon, Bradford and Dean"
"cat4","theater","successful","Anderson-Pearson"
"cat4","theater","successful","Villanueva, Wright and Richardson"
"cat4","theater","successful","Wise, Thompson and Allen"
"cat4","theater","successful","Rich, Alvarez and King"
"cat4","theater","successful","Gomez LLC"
"cat4","theater","successful","Smith-Wallace"
"cat4","theater","successful","Cordova, Shaw and Wang"
"cat4","theater","successful","Bell, Edwards and Andersen"
"cat4","theater","successful","Robles, Bell and Gonzalez"
"cat4","theater","successful","Roberts Group"
"cat4","theater","successful","Frederick, Jenkins and Collins"
"cat4","theater","successful","Smith-Sparks"
"cat4","theater","successful","Cordova-Torres"
"cat4","theater","successful","Garrison LLC"
"cat4","theater","successful","Benjamin, Paul and Ferguson"
"cat4","theater","successful","York-Pitts"
"cat4","theater","successful","Ho Ltd"
"cat4","theater","successful","Brown, Estrada and Jensen"
"cat4","theater","successful","Fowler-Smith"
"cat4","theater","successful","Joseph LLC"
"cat4","theater","successful","Hardin-Foley"
"cat4","theater","successful","Perez PLC"
"cat4","theater","successful","Harris-Jennings"
"cat4","theater","successful","Todd, Freeman and Henry"
"cat4","theater","successful","Brown Ltd"
"cat4","theater","successful","Christian, Yates and Greer"
"cat4","theater","successful","Cole, Hernandez and Rodriguez"
"cat4","theater","successful","Hughes, Mendez and Patterson"
"cat4","theater","successful","Santos, Williams and Brown"
"cat4","theater","successful","Barnett and Sons"
"cat4","theater","successful","Petersen-Rodriguez"
"cat4","theater","successful","King LLC"
"cat4","theater","successful","Dean, Fox and Phillips"
"cat4","theater","successful","Smith, Scott and Rodriguez"
"cat4","theater","successful","Tucker, Mccoy and Marquez"
"cat4","theater","successful","Carlson-Hernandez"
"cat4","theater","successful","Hunt, Barker and Baker"
"cat4","theater","successful","Harris Inc"
"cat4","theater","successful","Payne, Garrett and Thomas"
"cat4","theater","successful","Robinson-Kelly"
"cat4","theater","successful","Nguyen and Sons"
"cat4","theater","successful","Jones PLC"
"cat4","theater","successful","Martin, Gates and Holt"
"cat4","theater","successful","Mcclain LLC"
"cat4","theater","successful","Ortega LLC"
"cat4","theater","successful","Silva, Walker and Martin"
"cat4","theater","successful","Huynh, Gallegos and Mills"
"cat4","theater","successful","Garza-Bryant"
"cat4","theater","successful","Tapia, Kramer and Hicks"
"cat4","theater","successful","Beck-Knight"
"cat4","theater","successful","Mccoy Ltd"
"cat4","theater","successful","Stone PLC"
"cat4","theater","successful","Garcia Ltd"
"cat4","theater","successful","Fitzgerald Group"
"cat4","theater","successful","Greer and Sons"
"cat4","theater","successful","Perez, Reed and Lee"
"cat4","theater","successful","Chen, Pollard and Clarke"
"cat4","theater","successful","Serrano, Gallagher and Griffith"
"cat4","theater","successful","Rowland PLC"
"cat4","theater","successful","Ramirez-Calderon"
"cat4","theater","successful","Mathis-Rodriguez"
"cat4","theater","successful","Meza, Kirby and Patel"
"cat4","theater","successful","Small-Fuentes"
"cat4","theater","successful","Perez, Brown and Meyers"
"cat4","theater","successful","Walker-Taylor"
"cat4","theater","successful","Ball-Fisher"
"cat4","theater","successful","Jones, Casey and Jones"
"cat4","theater","successful","Martinez LLC"
"cat4","theater","successful","Miller-Hubbard"
"cat4","theater","successful","Gallegos, Wagner and Gaines"
"cat4","theater","successful","Jordan-Fischer"
"cat4","theater","successful","Howell and Sons"
"cat4","theater","successful","Moses-Terry"
"cat4","theater","successful","Young, Ramsey and Powell"
"cat4","theater","successful","Lewis and Sons"
"cat4","theater","successful","Ellis, Smith and Armstrong"
"cat4","theater","successful","Wood, Buckley and Meza"
"cat4","theater","successful","Santana-George"
"cat4","theater","successful","White-Rosario"
"cat4","theater","successful","Lynch Ltd"
"cat4","theater","successful","Palmer Ltd"
"cat4","theater","successful","Haynes PLC"
"cat4","theater","successful","Gates, Li and Thompson"
"cat4","theater","successful","Wise and Sons"
"cat4","theater","successful","Butler-Barr"
"cat4","theater","successful","Wilson, Jefferson and Anderson"
"cat4","theater","successful","Turner-Terrell"
"cat4","theater","successful","Hall, Buchanan and Benton"
"cat4","theater","successful","Espinoza Group"
"cat4","theater","successful","Davis, Crawford and Lopez"
"cat4","theater","successful","Richards, Stevens and Fleming"
"cat4","theater","successful","Moss-Obrien"
"cat4","theater","successful","Riley, Cohen and Goodman"
"cat4","theater","successful","Peck, Higgins and Smith"
"cat4","theater","successful","Davis and Sons"
"cat4","theater","successful","Lopez-King"
"cat4","theater","successful","Ayala Group"
"cat4","theater","successful","Huerta, Roberts and Dickerson"
"cat4","theater","successful","Williams, Martin and Meyer"
"cat4","theater","successful","Lewis-Jacobson"
"cat5","film & video","successful","Gray-Jenkins"
"cat5","film & video","successful","Maldonado and Sons"
"cat5","film & video","successful","Sanchez LLC"
"cat5","film & video","successful","Decker Inc"
"cat5","film & video","successful","Clark and Sons"
"cat5","film & video","successful","Bautista-Cross"
"cat5","film & video","successful","Jackson Inc"
"cat5","film & video","successful","Brown-Mckee"
"cat5","film & video","successful","Wong-Walker"
"cat5","film & video","successful","Peterson PLC"
"cat5","film & video","successful","Sanchez-Morgan"
"cat5","film & video","successful","Thompson-Bates"
"cat5","film & video","successful","Brown Group"
"cat5","film & video","successful","Whitaker, Wallace and Daniels"
"cat5","film & video","successful","Green-Carr"
"cat5","film & video","successful","Baker, Collins and Smith"
"cat5","film & video","successful","Noble-Bailey"
"cat5","film & video","successful","Lyons Inc"
"cat5","film & video","successful","Mahoney, Adams and Lucas"
"cat5","film & video","successful","Murillo-Mcfarland"
"cat5","film & video","successful","Kelley, Stanton and Sanchez"
"cat5","film & video","successful","Powell and Sons"
"cat5","film & video","successful","Park-Goodman"
"cat5","film & video","successful","Walsh-Watts"
"cat5","film & video","successful","Ray, Li and Li"
"cat5","film & video","successful","Barnes, Wilcox and Riley"
"cat5","film & video","successful","Thomas-Simmons"
"cat5","film & video","successful","Alvarez-Andrews"
"cat5","film & video","successful","Pierce-Ramirez"
"cat5","film & video","successful","Williams, Price and Hurley"
"cat5","film & video","successful","Collins-Martinez"
"cat5","film & video","successful","Hayes Group"
"cat5","film & video","successful","Beck-Weber"
"cat5","film & video","successful","Wilson Group"
"cat2","music","successful","Douglas LLC"
"cat2","music","successful","Smith and Sons"
"cat2","music","successful","Ferguson PLC"
"cat2","music","successful","Richardson Inc"
"cat2","music","successful","Wang, Nguyen and Horton"
"cat2","music","successful","Fox-Williams"
"cat2","music","successful","West-Stevens"
"cat2","music","successful","Bright and Sons"
"cat2","music","successful","Craig, Ellis and Miller"
"cat2","music","successful","Santos Group"
"cat5","film & video","successful","Green Ltd"
"cat5","film & video","successful","Reeves, Thompson and Richardson"
"cat5","film & video","successful","Mitchell and Sons"
"cat5","film & video","successful","Smith-Jones"
"cat5","film & video","successful","Luna, Anderson and Fox"
"cat5","film & video","successful","Perry and Sons"
"cat5","film & video","successful","Holmes PLC"
"cat5","film & video","successful","Terry-Salinas"
"cat5","film & video","successful","Olsen-Ryan"
"cat5","film & video","successful","Collins LLC"
"cat5","film & video","successful","Best, Miller and Thomas"
"cat5","film & video","successful","Wilson Ltd"
"cat5","film & video","successful","Hardin-Dixon"
"cat5","film & video","successful","Moore, Cook and Wright"
"cat5","film & video","successful","Moore Group"
"cat5","film & video","successful","Callahan-Gilbert"
"cat5","film & video","successful","Brooks-Rodriguez"
"cat5","film & video","successful","Harmon-Madden"
"cat5","film & video","successful","Miranda, Martinez and Lowery"
"cat5","film & video","successful","Cole, Salazar and Moreno"
"cat5","film & video","successful","Sanchez-Parsons"
"cat5","film & video","successful","Morrow Inc"
"cat2","music","successful","Walker, Taylor and Coleman"
"cat2","music","successful","Hill, Lawson and Wilkinson"
"cat2","music","successful","Smith, Wells and Nguyen"
"cat2","music","successful","Avila-Jones"
"cat2","music","successful","Payne, Oliver and Burch"
"cat2","music","successful","Bowen, Mcdonald and Hall"
"cat2","music","successful","Morgan-Warren"
"cat2","music","successful","Lloyd, Kennedy and Davis"
"cat2","music","successful","Ramirez-Myers"
"cat2","music","successful","Hensley Ltd"
"cat2","music","successful","Wilson, Brooks and Clark"
"cat2","music","successful","Holt, Bernard and Johnson"
"cat2","music","successful","Ritter PLC"
"cat2","music","successful","Burnett-Mora"
"cat2","music","successful","Dunn, Moreno and Green"
"cat2","music","successful","Robinson Group"
"cat2","music","successful","Gardner Inc"
"cat2","music","successful","Matthews LLC"
"cat2","music","successful","Johnson-Pace"
"cat2","music","successful","Jones-Ryan"
"cat2","music","successful","Collier LLC"
"cat2","music","successful","Christian, Kim and Jimenez"
"cat2","music","successful","Thomas, Clay and Mendoza"
"cat3","technology","successful","Scott, Wilson and Martin"
"cat3","technology","successful","Garcia, Garcia and Lopez"
"cat3","technology","successful","Flores, Miller and Johnson"
"cat3","technology","successful","Lopez Inc"
"cat3","technology","successful","Cisneros-Burton"
"cat3","technology","successful","Garcia Inc"
"cat3","technology","successful","Harper-Davis"
"cat3","technology","successful","Fields-Moore"
"cat3","technology","successful","White, Larson and Wright"
"cat3","technology","successful","Evans Group"
"cat3","technology","successful","Santos, Black and Donovan"
"cat3","technology","successful","Olsen, Edwards and Reid"
"cat3","technology","successful","Pacheco, Johnson and Torres"
"cat3","technology","successful","Obrien and Sons"
"cat3","technology","successful","Grimes, Holland and Sloan"
"cat3","technology","successful","Lyons LLC"
"cat3","technology","successful","Clark Inc"
"cat3","technology","successful","Hopkins-Browning"
"cat3","technology","successful","Jarvis and Sons"
"cat3","technology","successful","Waters and Sons"
"cat3","technology","successful","Ramos, Moreno and Lewis"
"cat3","technology","successful","Jones, Wiley and Robbins"
"cat3","technology","successful","Taylor, Wood and Taylor"
"cat3","technology","successful","Reyes PLC"
"cat3","technology","successful","Carson PLC"
"cat3","technology","successful","Hunter-Logan"
"cat3","technology","successful","Lawson and Sons"
"cat3","technology","successful","Lee PLC"
"cat6","publishing","successful","Hines Inc"
"cat6","publishing","successful","Hudson-Nguyen"
"cat6","publishing","successful","Gonzalez-Martinez"
"cat6","publishing","successful","Barry Group"
"cat6","publishing","successful","Warren-Harrison"
"cat6","publishing","successful","Ortiz, Valenzuela and Collins"
"cat6","publishing","successful","Gilmore LLC"
"cat6","publishing","successful","Lane-Barber"
"cat6","publishing","successful","Rodriguez, Cox and Rodriguez"
"cat6","publishing","successful","Landry Group"
"cat6","publishing","successful","Alvarez-Bauer"
"cat6","publishing","successful","Anderson, Williams and Cox"
"cat6","publishing","successful","Ortiz Inc"
"cat5","film & video","successful","Cochran-Nguyen"
"cat5","film & video","successful","Clark-Cooke"
"cat5","film & video","successful","Hampton, Lewis and Ray"
"cat5","film & video","successful","Huang-Henderson"
"cat5","film & video","successful","Pineda Group"
"cat5","film & video","successful","Reid, Rivera and Perry"
"cat5","film & video","successful","Ellison PLC"
"cat5","film & video","successful","Braun PLC"
"cat5","film & video","successful","Salazar-Moon"
"cat5","film & video","successful","Myers LLC"
"cat5","film & video","successful","Hansen Group"
"cat5","film & video","successful","Mckee-Hill"
"cat5","film & video","successful","Hunt LLC"
"cat5","film & video","successful","Fischer, Fowler and Arnold"
"cat5","film & video","successful","Hale-Hayes"
"cat5","film & video","successful","Haynes-Williams"
"cat5","film & video","successful","Moss-Guzman"
"cat5","film & video","successful","Williams and Sons"
"cat5","film & video","successful","Peterson, Fletcher and Sanchez"
"cat5","film & video","successful","Green, Murphy and Webb"
"cat5","film & video","successful","Green, Robinson and Ho"
"cat7","games","successful","Caldwell, Velazquez and Wilson"
"cat7","games","successful","Schroeder Ltd"
"cat7","games","successful","Bridges, Freeman and Kim"
"cat7","games","successful","Sutton, Barrett and Tucker"
"cat7","games","successful","Porter-George"
"cat7","games","successful","Santos, Bell and Lloyd"
"cat7","games","successful","Brown-Brown"
"cat7","games","successful","Miranda, Hall and Mcgrath"
"cat7","games","successful","Mendoza-Parker"
"cat7","games","successful","Perez, Davis and Wilson"
"cat7","games","successful","Cuevas-Morales"
"cat7","games","successful","Johnson Inc"
"cat7","games","successful","Williams-Walsh"
"cat7","games","successful","Jensen LLC"
"cat7","games","successful","Buckley Group"
"cat7","games","successful","Bryant-Pope"
"cat7","games","successful","Bailey, Nguyen and Martinez"
"cat5","film & video","successful","Johnson, Parker and Haynes"
"cat5","film & video","successful","Tran, Steele and Wilson"
"cat5","film & video","successful","Fox Group"
"cat5","film & video","successful","Price-Rodriguez"
"cat5","film & video","successful","Underwood, James and Jones"
"cat5","film & video","successful","Solomon PLC"
"cat5","film & video","successful","Miranda, Gray and Hale"
"cat5","film & video","successful","Stevenson-Thompson"
"cat5","film & video","successful","Simmons-Villarreal"
"cat6","publishing","successful","Black, Armstrong and Anderson"
"cat6","publishing","successful","Reid-Mccullough"
"cat6","publishing","successful","Johnson, Patterson and Montoya"
"cat6","publishing","successful","Salazar-Dodson"
"cat6","publishing","successful","Rodriguez-Scott"
"cat6","publishing","successful","Shannon-Olson"
"cat6","publishing","successful","Pace, Simpson and Watkins"
"cat6","publishing","successful","Campbell, Thomas and Obrien"
"cat6","publishing","successful","Allen Inc"
"cat8","photography","successful","Maldonado-Gonzalez"
"cat8","photography","successful","White, Torres and Bishop"
"cat8","photography","successful","Robinson, Lopez and Christensen"
"cat8","photography","successful","Stanton, Neal and Rodriguez"
"cat8","photography","successful","Burton-Watkins"
"cat8","photography","successful","Brown-Vang"
"cat8","photography","successful","Johnson LLC"
"cat8","photography","successful","Garcia Inc"
"cat8","photography","successful","Watkins Ltd"
"cat8","photography","successful","Walker Ltd"
"cat8","photography","successful","Davis-Allen"
"cat8","photography","successful","Sullivan, Davis and Booth"
"cat8","photography","successful","Robles-Hudson"
"cat8","photography","successful","Adams, Walker and Wong"
"cat8","photography","successful","Brown-Pena"
"cat8","photography","successful","Swanson, Wilson and Baker"
"cat8","photography","successful","White, Robertson and Roberts"
"cat8","photography","successful","Gonzalez, Williams and Benson"
"cat8","photography","successful","Thompson-Moreno"
"cat8","photography","successful","Caldwell PLC"
"cat8","photography","successful","Guerrero-Griffin"
"cat8","photography","successful","Olson-Bishop"
"cat8","photography","successful","Rodriguez, Anderson and Porter"
"cat8","photography","successful","Ward PLC"
"cat8","photography","successful","Vazquez, Ochoa and Clark"
"cat8","photography","successful","Chung-Nguyen"
"cat6","publishing","successful","Schmitt-Mendoza"
"cat6","publishing","successful","Hart-Briggs"
"cat6","publishing","successful","Mays LLC"
"cat6","publishing","successful","Jones-Gonzalez"
"cat2","music","successful","Davis-Michael"
"cat2","music","successful","Sandoval Group"
"cat2","music","successful","Roberts, Hinton and Williams"
"cat2","music","successful","Marquez-Kerr"
"cat2","music","successful","Wright, Brooks and Villarreal"
"cat2","music","successful","Collins-Goodman"
"cat2","music","successful","Owens, Hall and Gonzalez"
"cat2","music","successful","King-Nguyen"
"cat2","music","successful","Franklin Inc"
"cat2","music","successful","Johnson Group"
"cat2","music","successful","Davis Ltd"
"cat2","music","successful","Smith-Brown"
"cat2","music","successful","Cook-Ortiz"
"cat2","music","successful","Best-Young"
"cat6","publishing","successful","Montgomery, Larson and Spencer"
"cat6","publishing","successful","Clark Group"
"cat6","publishing","successful","Avila-Nelson"
"cat6","publishing","successful","Ward, Sanchez and Kemp"
"cat6","publishing","successful","Gonzalez-Robbins"
"cat6","publishing","successful","Nichols Ltd"
"cat6","publishing","successful","Smith and Sons"
"cat6","publishing","successful","Pugh LLC"
"cat6","publishing","successful","Perez Group"
"cat6","publishing","successful","Bradley, Beck and Mayo"
"cat6","publishing","successful","Levine, Martin and Hernandez"
"cat6","publishing","successful","Anderson, Parks and Estrada"
"cat6","publishing","successful","Mason, Case and May"
"cat6","publishing","successful","Hernandez Inc"
"cat5","film & video","successful","Chaney-Dennis"
"cat5","film & video","successful","Miles and Sons"
"cat5","film & video","successful","Ross, Kelly and Brown"
"cat5","film & video","successful","Smith-Gonzalez"
"cat5","film & video","successful","Miller-Poole"
"cat5","film & video","successful","Santos-Young"
"cat5","film & video","successful","Mack Ltd"
"cat5","film & video","successful","Bowen, Davies and Burns"
"cat5","film & video","successful","Davis-Johnson"
"cat5","film & video","successful","Barrett Inc"
"cat5","film & video","successful","Riggs Group"
"cat7","games","successful","Vega Group"
"cat7","games","successful","Johnson-Lee"
"cat7","games","successful","Hoffman-Howard"
"cat7","games","successful","Roberts and Sons"
"cat2","music","successful","Gates PLC"
"cat2","music","successful","Soto-Anthony"
"cat2","music","successful","Howard-Douglas"
"cat5","film & video","successful","Lester-Moore"
"cat5","film & video","successful","Cummings Inc"
"cat5","film & video","successful","Lam-Hamilton"
"cat5","film & video","successful","Rose-Fuller"
"cat5","film & video","successful","Davis LLC"
"cat9","journalism","successful","Young and Sons"
"cat9","journalism","successful","Valenzuela-Cook"
"cat9","journalism","successful","Little Ltd"
"cat9","journalism","successful","Giles-Smith"
